# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_concrete_b3
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
ttt_playerspawn	-1269.964355 693.779358 64.514801	-0.083 -0.000 0.083
ttt_playerspawn	-1157.515747 632.333801 64.559875	-0.039 -0.000 0.039
ttt_playerspawn	-1207.971069 533.708984 64.512192	-0.086 -0.000 0.086
ttt_playerspawn	-1248.494385 399.544250 64.540665	-0.058 -0.000 0.058
ttt_playerspawn	-327.925140 436.704132 64.523338	-0.075 -0.000 0.075
ttt_playerspawn	-463.814972 434.079895 64.542419	-0.056 -0.000 0.056
ttt_playerspawn	-557.533997 406.495087 64.536018	-0.062 -0.000 0.062
ttt_playerspawn	-633.159485 351.881805 64.551941	-0.047 -0.000 0.047
ttt_playerspawn	-800.064575 352.592712 64.525612	-0.073 -0.000 0.073
weapon_ttt_confgrenade	-2404.730957 1083.097534 625.070618	26.977 -28.012 -56.530
weapon_ttt_confgrenade	-2387.324951 1084.417847 626.136292	-37.965 -70.356 -91.413
weapon_ttt_confgrenade	-2368.970459 1082.105225 626.169983	-36.881 -49.111 -91.770
weapon_ttt_confgrenade	-2350.524414 1081.915771 626.120300	-36.122 -49.854 -90.581
weapon_ttt_confgrenade	-2399.064697 1064.545288 626.136230	-36.366 -49.626 -90.958
weapon_ttt_confgrenade	-2363.731201 1065.813843 626.169983	-36.881 -49.111 -91.770
weapon_ttt_confgrenade	-1781.084473 2446.841797 146.183548	-37.089 -48.897 -92.103
weapon_ttt_confgrenade	-1779.449463 2469.174072 146.219070	-37.631 -48.306 -92.988
weapon_ttt_confgrenade	-1775.559204 2484.001709 146.609421	34.819 -66.429 -97.856
weapon_ttt_confgrenade	-1677.010986 2482.919922 144.885681	22.939 -6.576 -46.061
weapon_ttt_confgrenade	-1680.175781 2467.654297 146.345261	7.209 127.547 94.833
weapon_ttt_confgrenade	-1678.684082 2443.213379 146.177734	-37.000 -48.989 -91.960
weapon_zm_revolver	-1684.260498 2434.171387 144.829758	2.767 -39.535 -84.385
weapon_zm_revolver	-1711.906616 2428.326172 144.970535	1.932 -18.777 -85.913
