# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_67thway_v3
# Exported by: [OM] Rogue: The Lonely
setting:	replacespawns 0
item_ammo_revolver_ttt	-1131.000000 -314.000000 -442.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	-1140.000000 -314.000000 -442.000000	0.000 0.000 0.000
item_ammo_revolver_ttt	-1074.729980 1308.380005 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1076.849976 1327.619995 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1063.760010 1308.239990 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1057.770020 1328.040039 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1047.060059 1307.280029 93.275803	0.000 0.000 0.000
item_ammo_revolver_ttt	-1046.089966 1328.430054 93.275803	0.000 0.000 0.000
weapon_zm_shotgun	601.262024 -742.721985 75.488701	0.000 0.000 86.500
weapon_zm_shotgun	960.000000 257.000000 132.488998	0.000 87.500 85.500
weapon_zm_shotgun	-930.742981 -381.824005 -444.510986	0.000 93.500 0.000
weapon_zm_shotgun	-787.000000 1225.589966 154.000000	0.357 90.351 -45.499
weapon_zm_shotgun	-787.000000 1275.589966 154.000000	0.357 90.351 -45.499
weapon_zm_shotgun	-1204.640015 98.867599 107.488998	0.000 0.000 -88.500
weapon_zm_shotgun	-1203.880005 192.514008 107.488998	0.000 0.000 -82.500
weapon_zm_shotgun	-796.726990 177.106003 235.488998	0.000 0.000 0.000
weapon_zm_shotgun	1435.569946 250.419998 132.488998	0.000 91.500 0.000
weapon_zm_shotgun	-1126.260010 4207.720215 51.488701	0.000 0.000 0.000
weapon_zm_shotgun	-2290.909912 6190.080078 67.488602	0.000 0.000 0.000
weapon_zm_sledge	1009.000000 209.000000 -137.000000	0.000 270.000 0.000
weapon_zm_sledge	696.000000 -119.000000 133.858002	0.000 272.500 0.000
weapon_zm_sledge	1648.750000 -429.000000 113.000000	0.000 0.000 0.000
weapon_zm_sledge	-784.018982 1429.189941 131.011993	0.000 90.000 0.000
weapon_zm_sledge	703.700989 1079.849976 244.858002	0.000 0.000 0.000
weapon_zm_sledge	1472.000000 1476.000000 279.432007	0.000 269.500 0.000
weapon_zm_sledge	-1136.439941 3119.370117 84.857803	0.000 0.000 0.000
weapon_zm_revolver	-1050.000000 -474.000000 -423.000000	-1.377 316.517 -89.951
weapon_zm_revolver	-783.148987 1433.180054 156.876999	2.580 92.366 -47.447
weapon_zm_revolver	-992.000000 1320.000000 141.000000	0.000 61.000 90.000
weapon_zm_revolver	-1004.000000 1332.000000 141.000000	0.000 317.000 90.000
weapon_zm_revolver	-1169.000000 1548.650024 144.410995	0.000 0.000 87.000
weapon_zm_revolver	-1191.000000 1548.770020 145.759003	0.000 0.000 87.000
weapon_zm_revolver	-1209.000000 1548.839966 146.000000	0.000 0.000 87.000
weapon_zm_revolver	1195.060059 300.674988 131.998001	0.000 0.000 0.000
weapon_zm_revolver	1008.869995 300.878998 131.998001	0.000 0.000 0.000
weapon_ttt_glock	-866.000000 -574.000000 125.000000	0.000 250.000 0.000
weapon_ttt_glock	-789.000000 1229.000000 134.000000	6.523 299.711 -85.291
weapon_ttt_glock	-789.000000 1283.000000 134.000000	6.523 299.711 -85.291
weapon_ttt_glock	-789.000000 1256.000000 134.000000	6.523 299.711 -85.291
weapon_ttt_glock	-1115.569946 1208.000000 145.000000	0.000 0.000 89.500
weapon_ttt_glock	1460.000000 1420.000000 276.938995	0.000 0.000 0.000
weapon_ttt_glock	-1519.709961 1446.189941 146.932007	0.000 0.000 0.000
weapon_ttt_glock	-1482.219971 1444.969971 146.932007	0.000 0.000 0.000
weapon_ttt_glock	-1497.500000 1444.630005 146.932007	0.000 0.000 0.000
weapon_zm_pistol	956.000000 -254.000000 144.000000	0.000 0.000 0.000
weapon_zm_pistol	-785.914001 1401.000000 155.000000	0.000 0.000 -90.500
weapon_zm_pistol	-785.914001 1461.000000 155.000000	0.000 0.000 -90.500
weapon_zm_pistol	-1039.410034 1209.000000 145.000000	0.000 0.000 89.000
weapon_zm_pistol	-1408.000000 6129.000000 260.022003	0.000 0.000 0.000
weapon_zm_pistol	-1419.160034 6129.000000 262.000000	0.000 0.000 0.000
weapon_zm_pistol	-913.914978 47.153599 106.723000	0.000 0.000 0.000
weapon_zm_pistol	-1036.290039 -307.898010 106.723000	0.000 0.000 0.000
